,Serial Number,Timestamp,deltaT,day,month,hour,date,year
3464,3465,2023-01-02 01:37:38-07:00,0 days 15:21:41,2,1,1,2023-01-02,2023
3463,3464,2023-01-02 10:57:13-07:00,0 days 09:19:35,2,1,10,2023-01-02,2023
3462,3463,2023-01-02 10:57:31-07:00,0 days 00:00:18,2,1,10,2023-01-02,2023
3461,3462,2023-01-02 10:57:51-07:00,0 days 00:00:20,2,1,10,2023-01-02,2023
3460,3461,2023-01-02 11:11:56-07:00,0 days 00:14:05,2,1,11,2023-01-02,2023
3459,3460,2023-01-02 11:22:45-07:00,0 days 00:10:49,2,1,11,2023-01-02,2023
3458,3459,2023-01-02 11:33:28-07:00,0 days 00:10:43,2,1,11,2023-01-02,2023
3457,3458,2023-01-04 09:40:54-07:00,1 days 22:07:26,4,1,9,2023-01-04,2023
3456,3457,2023-01-04 09:44:30-07:00,0 days 00:03:36,4,1,9,2023-01-04,2023
3455,3456,2023-01-04 09:44:35-07:00,0 days 00:00:05,4,1,9,2023-01-04,2023
3454,3455,2023-01-04 10:53:18-07:00,0 days 01:08:43,4,1,10,2023-01-04,2023
3453,3454,2023-01-04 10:53:35-07:00,0 days 00:00:17,4,1,10,2023-01-04,2023
3452,3453,2023-01-04 10:53:48-07:00,0 days 00:00:13,4,1,10,2023-01-04,2023
3451,3452,2023-01-06 08:51:58-07:00,1 days 21:58:10,6,1,8,2023-01-06,2023
3450,3451,2023-01-09 05:17:05-07:00,2 days 20:25:07,9,1,5,2023-01-09,2023
3449,3450,2023-01-09 05:17:32-07:00,0 days 00:00:27,9,1,5,2023-01-09,2023
3448,3449,2023-01-10 06:41:32-07:00,1 days 01:24:00,10,1,6,2023-01-10,2023
3447,3448,2023-01-10 06:41:40-07:00,0 days 00:00:08,10,1,6,2023-01-10,2023
3446,3447,2023-01-10 06:41:47-07:00,0 days 00:00:07,10,1,6,2023-01-10,2023
3445,3446,2023-01-11 09:29:04-07:00,1 days 02:47:17,11,1,9,2023-01-11,2023
3444,3445,2023-01-11 09:29:13-07:00,0 days 00:00:09,11,1,9,2023-01-11,2023
3443,3444,2023-01-11 09:29:29-07:00,0 days 00:00:16,11,1,9,2023-01-11,2023
3442,3443,2023-01-12 09:57:08-07:00,1 days 00:27:39,12,1,9,2023-01-12,2023
3441,3442,2023-01-12 09:57:19-07:00,0 days 00:00:11,12,1,9,2023-01-12,2023
3440,3441,2023-01-12 23:55:45-07:00,0 days 13:58:26,12,1,23,2023-01-12,2023
3439,3440,2023-01-15 06:37:37-07:00,2 days 06:41:52,15,1,6,2023-01-15,2023
3438,3439,2023-01-16 06:52:35-07:00,1 days 00:14:58,16,1,6,2023-01-16,2023
3437,3438,2023-01-16 06:59:21-07:00,0 days 00:06:46,16,1,6,2023-01-16,2023
3436,3437,2023-01-16 06:59:23-07:00,0 days 00:00:02,16,1,6,2023-01-16,2023
3435,3436,2023-01-16 06:59:43-07:00,0 days 00:00:20,16,1,6,2023-01-16,2023
3434,3435,2023-01-16 09:05:24-07:00,0 days 02:05:41,16,1,9,2023-01-16,2023
3433,3434,2023-01-16 10:32:35-07:00,0 days 01:27:11,16,1,10,2023-01-16,2023
3432,3433,2023-01-16 10:33:40-07:00,0 days 00:01:05,16,1,10,2023-01-16,2023
3431,3432,2023-01-16 10:37:42-07:00,0 days 00:04:02,16,1,10,2023-01-16,2023
3430,3431,2023-01-17 10:51:23-07:00,1 days 00:13:41,17,1,10,2023-01-17,2023
3429,3430,2023-01-17 10:51:32-07:00,0 days 00:00:09,17,1,10,2023-01-17,2023
3428,3429,2023-01-17 10:51:39-07:00,0 days 00:00:07,17,1,10,2023-01-17,2023
3427,3428,2023-01-17 11:00:03-07:00,0 days 00:08:24,17,1,11,2023-01-17,2023
3426,3427,2023-01-18 00:51:13-07:00,0 days 13:51:10,18,1,0,2023-01-18,2023
3425,3426,2023-01-18 12:20:12-07:00,0 days 11:28:59,18,1,12,2023-01-18,2023
3424,3425,2023-01-18 12:26:48-07:00,0 days 00:06:36,18,1,12,2023-01-18,2023
3423,3424,2023-01-18 12:40:56-07:00,0 days 00:14:08,18,1,12,2023-01-18,2023
3422,3423,2023-01-19 12:21:07-07:00,0 days 23:40:11,19,1,12,2023-01-19,2023
3421,3422,2023-01-20 09:26:53-07:00,0 days 21:05:46,20,1,9,2023-01-20,2023
3420,3421,2023-01-20 09:27:41-07:00,0 days 00:00:48,20,1,9,2023-01-20,2023
3419,3420,2023-01-21 02:46:20-07:00,0 days 17:18:39,21,1,2,2023-01-21,2023
3418,3419,2023-01-21 02:46:29-07:00,0 days 00:00:09,21,1,2,2023-01-21,2023
3417,3418,2023-01-21 02:46:55-07:00,0 days 00:00:26,21,1,2,2023-01-21,2023
3416,3417,2023-01-21 08:37:35-07:00,0 days 05:50:40,21,1,8,2023-01-21,2023
3415,3416,2023-01-21 08:37:38-07:00,0 days 00:00:03,21,1,8,2023-01-21,2023
3414,3415,2023-01-21 08:37:59-07:00,0 days 00:00:21,21,1,8,2023-01-21,2023
3413,3414,2023-01-22 11:03:55-07:00,1 days 02:25:56,22,1,11,2023-01-22,2023
3412,3413,2023-01-23 01:15:38-07:00,0 days 14:11:43,23,1,1,2023-01-23,2023
3411,3412,2023-01-24 08:31:29-07:00,1 days 07:15:51,24,1,8,2023-01-24,2023
3410,3411,2023-01-24 08:31:33-07:00,0 days 00:00:04,24,1,8,2023-01-24,2023
3409,3410,2023-01-24 11:37:50-07:00,0 days 03:06:17,24,1,11,2023-01-24,2023
3408,3409,2023-01-24 11:38:08-07:00,0 days 00:00:18,24,1,11,2023-01-24,2023
3407,3408,2023-01-24 11:38:41-07:00,0 days 00:00:33,24,1,11,2023-01-24,2023
3406,3407,2023-01-25 11:09:45-07:00,0 days 23:31:04,25,1,11,2023-01-25,2023
3405,3406,2023-01-25 11:10:10-07:00,0 days 00:00:25,25,1,11,2023-01-25,2023
3404,3405,2023-01-25 11:19:22-07:00,0 days 00:09:12,25,1,11,2023-01-25,2023
3403,3404,2023-01-25 11:19:27-07:00,0 days 00:00:05,25,1,11,2023-01-25,2023
3402,3403,2023-01-25 11:29:03-07:00,0 days 00:09:36,25,1,11,2023-01-25,2023
3401,3402,2023-01-25 11:29:16-07:00,0 days 00:00:13,25,1,11,2023-01-25,2023
3400,3401,2023-01-25 11:32:16-07:00,0 days 00:03:00,25,1,11,2023-01-25,2023
3399,3400,2023-01-25 11:32:25-07:00,0 days 00:00:09,25,1,11,2023-01-25,2023
3398,3399,2023-01-26 10:06:20-07:00,0 days 22:33:55,26,1,10,2023-01-26,2023
3397,3398,2023-01-26 10:11:05-07:00,0 days 00:04:45,26,1,10,2023-01-26,2023
3396,3397,2023-01-26 10:25:05-07:00,0 days 00:14:00,26,1,10,2023-01-26,2023
3395,3396,2023-01-26 10:26:07-07:00,0 days 00:01:02,26,1,10,2023-01-26,2023
3394,3395,2023-01-26 10:34:31-07:00,0 days 00:08:24,26,1,10,2023-01-26,2023
3393,3394,2023-01-26 10:34:36-07:00,0 days 00:00:05,26,1,10,2023-01-26,2023
3392,3393,2023-01-26 10:34:46-07:00,0 days 00:00:10,26,1,10,2023-01-26,2023
3391,3392,2023-01-26 10:35:03-07:00,0 days 00:00:17,26,1,10,2023-01-26,2023
3390,3391,2023-01-27 06:21:52-07:00,0 days 19:46:49,27,1,6,2023-01-27,2023
3389,3390,2023-01-27 10:18:45-07:00,0 days 03:56:53,27,1,10,2023-01-27,2023
3388,3389,2023-01-27 10:18:51-07:00,0 days 00:00:06,27,1,10,2023-01-27,2023
3387,3388,2023-01-28 04:31:07-07:00,0 days 18:12:16,28,1,4,2023-01-28,2023
3386,3387,2023-01-30 13:02:03-07:00,2 days 08:30:56,30,1,13,2023-01-30,2023
3385,3386,2023-01-30 13:14:10-07:00,0 days 00:12:07,30,1,13,2023-01-30,2023
3384,3385,2023-01-31 00:15:49-07:00,0 days 11:01:39,31,1,0,2023-01-31,2023
3383,3384,2023-01-31 00:19:59-07:00,0 days 00:04:10,31,1,0,2023-01-31,2023
3382,3383,2023-01-31 21:28:18-07:00,0 days 21:08:19,31,1,21,2023-01-31,2023
3381,3382,2023-01-31 21:28:36-07:00,0 days 00:00:18,31,1,21,2023-01-31,2023
3380,3381,2023-02-01 01:02:44-07:00,0 days 03:34:08,1,2,1,2023-02-01,2023
3379,3380,2023-02-02 06:40:13-07:00,1 days 05:37:29,2,2,6,2023-02-02,2023
3378,3379,2023-02-02 10:59:46-07:00,0 days 04:19:33,2,2,10,2023-02-02,2023
3377,3378,2023-02-02 12:13:20-07:00,0 days 01:13:34,2,2,12,2023-02-02,2023
3376,3377,2023-02-02 12:46:02-07:00,0 days 00:32:42,2,2,12,2023-02-02,2023
3375,3376,2023-02-02 12:47:37-07:00,0 days 00:01:35,2,2,12,2023-02-02,2023
3374,3375,2023-02-02 12:47:54-07:00,0 days 00:00:17,2,2,12,2023-02-02,2023
3373,3374,2023-02-02 12:48:08-07:00,0 days 00:00:14,2,2,12,2023-02-02,2023
3372,3373,2023-02-02 12:48:14-07:00,0 days 00:00:06,2,2,12,2023-02-02,2023
3371,3372,2023-02-02 12:56:17-07:00,0 days 00:08:03,2,2,12,2023-02-02,2023
3370,3371,2023-02-03 06:52:39-07:00,0 days 17:56:22,3,2,6,2023-02-03,2023
3369,3370,2023-02-03 06:53:06-07:00,0 days 00:00:27,3,2,6,2023-02-03,2023
3368,3369,2023-02-03 10:41:53-07:00,0 days 03:48:47,3,2,10,2023-02-03,2023
3367,3368,2023-02-03 10:42:00-07:00,0 days 00:00:07,3,2,10,2023-02-03,2023
3366,3367,2023-02-03 10:46:01-07:00,0 days 00:04:01,3,2,10,2023-02-03,2023
3365,3366,2023-02-03 10:49:17-07:00,0 days 00:03:16,3,2,10,2023-02-03,2023
3364,3365,2023-02-03 10:49:24-07:00,0 days 00:00:07,3,2,10,2023-02-03,2023
3363,3364,2023-02-04 07:02:19-07:00,0 days 20:12:55,4,2,7,2023-02-04,2023
3362,3363,2023-02-05 06:01:31-07:00,0 days 22:59:12,5,2,6,2023-02-05,2023
3361,3362,2023-02-05 06:01:34-07:00,0 days 00:00:03,5,2,6,2023-02-05,2023
3360,3361,2023-02-05 06:01:37-07:00,0 days 00:00:03,5,2,6,2023-02-05,2023
3359,3360,2023-02-05 06:01:39-07:00,0 days 00:00:02,5,2,6,2023-02-05,2023
3358,3359,2023-02-05 06:01:47-07:00,0 days 00:00:08,5,2,6,2023-02-05,2023
3357,3358,2023-02-05 06:01:49-07:00,0 days 00:00:02,5,2,6,2023-02-05,2023
3356,3357,2023-02-06 06:32:19-07:00,1 days 00:30:30,6,2,6,2023-02-06,2023
3355,3356,2023-02-06 08:01:50-07:00,0 days 01:29:31,6,2,8,2023-02-06,2023
3354,3355,2023-02-06 08:05:01-07:00,0 days 00:03:11,6,2,8,2023-02-06,2023
3353,3354,2023-02-06 08:05:52-07:00,0 days 00:00:51,6,2,8,2023-02-06,2023
3352,3353,2023-02-06 08:06:22-07:00,0 days 00:00:30,6,2,8,2023-02-06,2023
3351,3352,2023-02-07 01:02:54-07:00,0 days 16:56:32,7,2,1,2023-02-07,2023
3350,3351,2023-02-07 19:53:45-07:00,0 days 18:50:51,7,2,19,2023-02-07,2023
3349,3350,2023-02-07 19:54:16-07:00,0 days 00:00:31,7,2,19,2023-02-07,2023
3348,3349,2023-02-07 19:59:03-07:00,0 days 00:04:47,7,2,19,2023-02-07,2023
3347,3348,2023-02-07 19:59:21-07:00,0 days 00:00:18,7,2,19,2023-02-07,2023
3346,3347,2023-02-08 00:26:35-07:00,0 days 04:27:14,8,2,0,2023-02-08,2023
3345,3346,2023-02-08 00:26:41-07:00,0 days 00:00:06,8,2,0,2023-02-08,2023
3344,3345,2023-02-08 00:32:10-07:00,0 days 00:05:29,8,2,0,2023-02-08,2023
3343,3344,2023-02-08 00:32:17-07:00,0 days 00:00:07,8,2,0,2023-02-08,2023
3342,3343,2023-02-08 00:35:04-07:00,0 days 00:02:47,8,2,0,2023-02-08,2023
3341,3342,2023-02-08 00:42:14-07:00,0 days 00:07:10,8,2,0,2023-02-08,2023
3340,3341,2023-02-08 00:42:40-07:00,0 days 00:00:26,8,2,0,2023-02-08,2023
3339,3340,2023-02-08 01:04:08-07:00,0 days 00:21:28,8,2,1,2023-02-08,2023
3338,3339,2023-02-08 01:14:07-07:00,0 days 00:09:59,8,2,1,2023-02-08,2023
3337,3338,2023-02-08 01:40:01-07:00,0 days 00:25:54,8,2,1,2023-02-08,2023
3336,3337,2023-02-08 01:42:12-07:00,0 days 00:02:11,8,2,1,2023-02-08,2023
3335,3336,2023-02-08 09:47:51-07:00,0 days 08:05:39,8,2,9,2023-02-08,2023
3334,3335,2023-02-08 22:44:34-07:00,0 days 12:56:43,8,2,22,2023-02-08,2023
3333,3334,2023-02-08 22:44:44-07:00,0 days 00:00:10,8,2,22,2023-02-08,2023
3332,3333,2023-02-09 08:30:49-07:00,0 days 09:46:05,9,2,8,2023-02-09,2023
3331,3332,2023-02-09 08:31:03-07:00,0 days 00:00:14,9,2,8,2023-02-09,2023
3330,3331,2023-02-09 08:31:41-07:00,0 days 00:00:38,9,2,8,2023-02-09,2023
3329,3330,2023-02-09 08:36:12-07:00,0 days 00:04:31,9,2,8,2023-02-09,2023
3328,3329,2023-02-09 08:36:39-07:00,0 days 00:00:27,9,2,8,2023-02-09,2023
3327,3328,2023-02-09 12:13:18-07:00,0 days 03:36:39,9,2,12,2023-02-09,2023
3326,3327,2023-02-09 12:13:39-07:00,0 days 00:00:21,9,2,12,2023-02-09,2023
3325,3326,2023-02-09 12:25:22-07:00,0 days 00:11:43,9,2,12,2023-02-09,2023
3324,3325,2023-02-09 12:54:57-07:00,0 days 00:29:35,9,2,12,2023-02-09,2023
3323,3324,2023-02-09 12:55:04-07:00,0 days 00:00:07,9,2,12,2023-02-09,2023
3322,3323,2023-02-09 13:01:27-07:00,0 days 00:06:23,9,2,13,2023-02-09,2023
3321,3322,2023-02-09 13:26:43-07:00,0 days 00:25:16,9,2,13,2023-02-09,2023
3320,3321,2023-02-09 13:31:56-07:00,0 days 00:05:13,9,2,13,2023-02-09,2023
3319,3320,2023-02-09 13:32:03-07:00,0 days 00:00:07,9,2,13,2023-02-09,2023
3318,3319,2023-02-09 23:36:25-07:00,0 days 10:04:22,9,2,23,2023-02-09,2023
3317,3318,2023-02-10 01:18:33-07:00,0 days 01:42:08,10,2,1,2023-02-10,2023
3316,3317,2023-02-10 01:19:08-07:00,0 days 00:00:35,10,2,1,2023-02-10,2023
3315,3316,2023-02-10 01:27:59-07:00,0 days 00:08:51,10,2,1,2023-02-10,2023
3314,3315,2023-02-10 01:28:07-07:00,0 days 00:00:08,10,2,1,2023-02-10,2023
3313,3314,2023-02-11 04:52:46-07:00,1 days 03:24:39,11,2,4,2023-02-11,2023
3312,3313,2023-02-11 07:17:35-07:00,0 days 02:24:49,11,2,7,2023-02-11,2023
3311,3312,2023-02-11 12:54:30-07:00,0 days 05:36:55,11,2,12,2023-02-11,2023
3310,3311,2023-02-11 12:54:39-07:00,0 days 00:00:09,11,2,12,2023-02-11,2023
3309,3310,2023-02-11 12:54:46-07:00,0 days 00:00:07,11,2,12,2023-02-11,2023
3308,3309,2023-02-13 00:38:07-07:00,1 days 11:43:21,13,2,0,2023-02-13,2023
3307,3308,2023-02-14 06:03:22-07:00,1 days 05:25:15,14,2,6,2023-02-14,2023
3306,3307,2023-02-14 06:27:16-07:00,0 days 00:23:54,14,2,6,2023-02-14,2023
3305,3306,2023-02-14 06:27:35-07:00,0 days 00:00:19,14,2,6,2023-02-14,2023
3304,3305,2023-02-14 06:36:29-07:00,0 days 00:08:54,14,2,6,2023-02-14,2023
3303,3304,2023-02-14 06:36:36-07:00,0 days 00:00:07,14,2,6,2023-02-14,2023
3302,3303,2023-02-14 06:43:40-07:00,0 days 00:07:04,14,2,6,2023-02-14,2023
3301,3302,2023-02-14 06:43:46-07:00,0 days 00:00:06,14,2,6,2023-02-14,2023
3300,3301,2023-02-14 10:40:17-07:00,0 days 03:56:31,14,2,10,2023-02-14,2023
3299,3300,2023-02-14 10:40:22-07:00,0 days 00:00:05,14,2,10,2023-02-14,2023
3298,3299,2023-02-14 10:40:32-07:00,0 days 00:00:10,14,2,10,2023-02-14,2023
3297,3298,2023-02-14 10:41:41-07:00,0 days 00:01:09,14,2,10,2023-02-14,2023
3296,3297,2023-02-14 12:04:45-07:00,0 days 01:23:04,14,2,12,2023-02-14,2023
3295,3296,2023-02-15 05:00:28-07:00,0 days 16:55:43,15,2,5,2023-02-15,2023
3294,3295,2023-02-15 05:17:47-07:00,0 days 00:17:19,15,2,5,2023-02-15,2023
3293,3294,2023-02-15 05:17:53-07:00,0 days 00:00:06,15,2,5,2023-02-15,2023
3292,3293,2023-02-15 06:44:21-07:00,0 days 01:26:28,15,2,6,2023-02-15,2023
3291,3292,2023-02-15 06:48:22-07:00,0 days 00:04:01,15,2,6,2023-02-15,2023
3290,3291,2023-02-15 06:48:40-07:00,0 days 00:00:18,15,2,6,2023-02-15,2023
3289,3290,2023-02-15 12:11:23-07:00,0 days 05:22:43,15,2,12,2023-02-15,2023
3288,3289,2023-02-18 01:11:12-07:00,2 days 12:59:49,18,2,1,2023-02-18,2023
3287,3288,2023-02-18 01:20:07-07:00,0 days 00:08:55,18,2,1,2023-02-18,2023
3286,3287,2023-02-18 01:20:26-07:00,0 days 00:00:19,18,2,1,2023-02-18,2023
3285,3286,2023-02-18 01:21:28-07:00,0 days 00:01:02,18,2,1,2023-02-18,2023
3284,3285,2023-02-18 01:32:47-07:00,0 days 00:11:19,18,2,1,2023-02-18,2023
3283,3284,2023-02-18 01:34:13-07:00,0 days 00:01:26,18,2,1,2023-02-18,2023
3282,3283,2023-02-18 01:37:06-07:00,0 days 00:02:53,18,2,1,2023-02-18,2023
3281,3282,2023-02-19 22:30:46-07:00,1 days 20:53:40,19,2,22,2023-02-19,2023
3280,3281,2023-02-20 02:33:46-07:00,0 days 04:03:00,20,2,2,2023-02-20,2023
3279,3280,2023-02-20 02:48:22-07:00,0 days 00:14:36,20,2,2,2023-02-20,2023
3278,3279,2023-02-20 11:36:54-07:00,0 days 08:48:32,20,2,11,2023-02-20,2023
3277,3278,2023-02-20 11:37:02-07:00,0 days 00:00:08,20,2,11,2023-02-20,2023
3276,3277,2023-02-20 12:39:07-07:00,0 days 01:02:05,20,2,12,2023-02-20,2023
3275,3276,2023-02-20 12:39:14-07:00,0 days 00:00:07,20,2,12,2023-02-20,2023
3274,3275,2023-02-20 13:07:20-07:00,0 days 00:28:06,20,2,13,2023-02-20,2023
3273,3274,2023-02-20 18:51:51-07:00,0 days 05:44:31,20,2,18,2023-02-20,2023
3272,3273,2023-02-20 18:51:54-07:00,0 days 00:00:03,20,2,18,2023-02-20,2023
3271,3272,2023-02-21 00:17:55-07:00,0 days 05:26:01,21,2,0,2023-02-21,2023
3270,3271,2023-02-21 00:19:20-07:00,0 days 00:01:25,21,2,0,2023-02-21,2023
3269,3270,2023-02-21 00:20:28-07:00,0 days 00:01:08,21,2,0,2023-02-21,2023
3268,3269,2023-02-21 00:24:12-07:00,0 days 00:03:44,21,2,0,2023-02-21,2023
3267,3268,2023-02-22 04:53:52-07:00,1 days 04:29:40,22,2,4,2023-02-22,2023
3266,3267,2023-02-22 04:54:03-07:00,0 days 00:00:11,22,2,4,2023-02-22,2023
3265,3266,2023-02-22 04:54:19-07:00,0 days 00:00:16,22,2,4,2023-02-22,2023
3264,3265,2023-02-22 09:01:17-07:00,0 days 04:06:58,22,2,9,2023-02-22,2023
3263,3264,2023-02-22 09:35:05-07:00,0 days 00:33:48,22,2,9,2023-02-22,2023
3262,3263,2023-02-22 09:47:49-07:00,0 days 00:12:44,22,2,9,2023-02-22,2023
3261,3262,2023-02-22 10:04:48-07:00,0 days 00:16:59,22,2,10,2023-02-22,2023
3260,3261,2023-02-22 11:34:52-07:00,0 days 01:30:04,22,2,11,2023-02-22,2023
3259,3260,2023-02-22 11:36:38-07:00,0 days 00:01:46,22,2,11,2023-02-22,2023
3258,3259,2023-02-22 11:39:54-07:00,0 days 00:03:16,22,2,11,2023-02-22,2023
3257,3258,2023-02-23 06:24:32-07:00,0 days 18:44:38,23,2,6,2023-02-23,2023
3256,3257,2023-02-23 21:01:39-07:00,0 days 14:37:07,23,2,21,2023-02-23,2023
3255,3256,2023-02-24 04:47:07-07:00,0 days 07:45:28,24,2,4,2023-02-24,2023
3254,3255,2023-02-25 02:50:28-07:00,0 days 22:03:21,25,2,2,2023-02-25,2023
3253,3254,2023-02-25 02:59:19-07:00,0 days 00:08:51,25,2,2,2023-02-25,2023
3252,3253,2023-02-25 03:05:20-07:00,0 days 00:06:01,25,2,3,2023-02-25,2023
3251,3252,2023-02-25 03:05:26-07:00,0 days 00:00:06,25,2,3,2023-02-25,2023
3250,3251,2023-02-25 03:10:37-07:00,0 days 00:05:11,25,2,3,2023-02-25,2023
3249,3250,2023-02-26 01:58:12-07:00,0 days 22:47:35,26,2,1,2023-02-26,2023
3248,3249,2023-02-26 01:59:21-07:00,0 days 00:01:09,26,2,1,2023-02-26,2023
3247,3248,2023-02-26 02:09:24-07:00,0 days 00:10:03,26,2,2,2023-02-26,2023
3246,3247,2023-02-26 02:09:28-07:00,0 days 00:00:04,26,2,2,2023-02-26,2023
3245,3246,2023-02-26 02:12:03-07:00,0 days 00:02:35,26,2,2,2023-02-26,2023
3244,3245,2023-02-26 02:12:15-07:00,0 days 00:00:12,26,2,2,2023-02-26,2023
3243,3244,2023-02-26 02:12:23-07:00,0 days 00:00:08,26,2,2,2023-02-26,2023
3242,3243,2023-02-26 02:13:03-07:00,0 days 00:00:40,26,2,2,2023-02-26,2023
3241,3242,2023-02-26 02:13:10-07:00,0 days 00:00:07,26,2,2,2023-02-26,2023
3240,3241,2023-02-26 02:13:16-07:00,0 days 00:00:06,26,2,2,2023-02-26,2023
3239,3240,2023-02-26 02:19:30-07:00,0 days 00:06:14,26,2,2,2023-02-26,2023
3238,3239,2023-02-26 06:37:45-07:00,0 days 04:18:15,26,2,6,2023-02-26,2023
3237,3238,2023-02-26 07:28:17-07:00,0 days 00:50:32,26,2,7,2023-02-26,2023
3236,3237,2023-02-26 07:28:24-07:00,0 days 00:00:07,26,2,7,2023-02-26,2023
3235,3236,2023-02-27 02:17:25-07:00,0 days 18:49:01,27,2,2,2023-02-27,2023
3234,3235,2023-02-27 02:19:24-07:00,0 days 00:01:59,27,2,2,2023-02-27,2023
3233,3234,2023-02-27 02:19:35-07:00,0 days 00:00:11,27,2,2,2023-02-27,2023
3232,3233,2023-02-27 06:05:35-07:00,0 days 03:46:00,27,2,6,2023-02-27,2023
3231,3232,2023-02-27 06:09:10-07:00,0 days 00:03:35,27,2,6,2023-02-27,2023
3230,3231,2023-02-27 10:47:44-07:00,0 days 04:38:34,27,2,10,2023-02-27,2023
3229,3230,2023-02-27 10:49:17-07:00,0 days 00:01:33,27,2,10,2023-02-27,2023
3228,3229,2023-02-27 10:51:44-07:00,0 days 00:02:27,27,2,10,2023-02-27,2023
3227,3228,2023-02-27 22:17:32-07:00,0 days 11:25:48,27,2,22,2023-02-27,2023
3226,3227,2023-02-27 22:17:51-07:00,0 days 00:00:19,27,2,22,2023-02-27,2023
3225,3226,2023-02-27 22:18:24-07:00,0 days 00:00:33,27,2,22,2023-02-27,2023
3224,3225,2023-02-28 05:18:16-07:00,0 days 06:59:52,28,2,5,2023-02-28,2023
3223,3224,2023-02-28 05:19:18-07:00,0 days 00:01:02,28,2,5,2023-02-28,2023
3222,3223,2023-02-28 05:19:25-07:00,0 days 00:00:07,28,2,5,2023-02-28,2023
3221,3222,2023-02-28 11:13:53-07:00,0 days 05:54:28,28,2,11,2023-02-28,2023
3220,3221,2023-03-01 20:34:25-07:00,1 days 09:20:32,1,3,20,2023-03-01,2023
3219,3220,2023-03-02 14:44:46-07:00,0 days 18:10:21,2,3,14,2023-03-02,2023
3218,3219,2023-03-03 08:02:39-07:00,0 days 17:17:53,3,3,8,2023-03-03,2023
3217,3218,2023-03-03 08:02:47-07:00,0 days 00:00:08,3,3,8,2023-03-03,2023
3216,3217,2023-03-03 08:02:53-07:00,0 days 00:00:06,3,3,8,2023-03-03,2023
3215,3216,2023-03-03 08:03:09-07:00,0 days 00:00:16,3,3,8,2023-03-03,2023
3214,3215,2023-03-03 08:03:26-07:00,0 days 00:00:17,3,3,8,2023-03-03,2023
3213,3214,2023-03-03 08:04:02-07:00,0 days 00:00:36,3,3,8,2023-03-03,2023
3212,3213,2023-03-04 01:57:48-07:00,0 days 17:53:46,4,3,1,2023-03-04,2023
3211,3212,2023-03-04 05:55:22-07:00,0 days 03:57:34,4,3,5,2023-03-04,2023
3210,3211,2023-03-04 06:45:15-07:00,0 days 00:49:53,4,3,6,2023-03-04,2023
3209,3210,2023-03-06 10:15:16-07:00,2 days 03:30:01,6,3,10,2023-03-06,2023
3208,3209,2023-03-06 12:31:01-07:00,0 days 02:15:45,6,3,12,2023-03-06,2023
3207,3208,2023-03-06 12:35:01-07:00,0 days 00:04:00,6,3,12,2023-03-06,2023
3206,3207,2023-03-07 04:40:20-07:00,0 days 16:05:19,7,3,4,2023-03-07,2023
3205,3206,2023-03-07 12:01:13-07:00,0 days 07:20:53,7,3,12,2023-03-07,2023
3204,3205,2023-03-07 12:01:27-07:00,0 days 00:00:14,7,3,12,2023-03-07,2023
3203,3204,2023-03-07 12:04:25-07:00,0 days 00:02:58,7,3,12,2023-03-07,2023
3202,3203,2023-03-07 12:04:32-07:00,0 days 00:00:07,7,3,12,2023-03-07,2023
3201,3202,2023-03-08 21:27:45-07:00,1 days 09:23:13,8,3,21,2023-03-08,2023
3200,3201,2023-03-10 08:55:32-07:00,1 days 11:27:47,10,3,8,2023-03-10,2023
3199,3200,2023-03-10 08:56:00-07:00,0 days 00:00:28,10,3,8,2023-03-10,2023
3198,3199,2023-03-11 12:44:28-07:00,1 days 03:48:28,11,3,12,2023-03-11,2023
3197,3198,2023-03-11 12:44:32-07:00,0 days 00:00:04,11,3,12,2023-03-11,2023
3196,3197,2023-03-11 14:21:09-07:00,0 days 01:36:37,11,3,14,2023-03-11,2023
3195,3196,2023-03-11 14:24:15-07:00,0 days 00:03:06,11,3,14,2023-03-11,2023
3194,3195,2023-03-11 14:28:40-07:00,0 days 00:04:25,11,3,14,2023-03-11,2023
3193,3194,2023-03-11 14:32:46-07:00,0 days 00:04:06,11,3,14,2023-03-11,2023
3192,3193,2023-03-11 14:33:05-07:00,0 days 00:00:19,11,3,14,2023-03-11,2023
3191,3192,2023-03-11 23:30:50-07:00,0 days 08:57:45,11,3,23,2023-03-11,2023
3190,3191,2023-03-11 23:30:58-07:00,0 days 00:00:08,11,3,23,2023-03-11,2023
3189,3190,2023-03-11 23:52:24-07:00,0 days 00:21:26,11,3,23,2023-03-11,2023
3188,3189,2023-03-11 23:52:40-07:00,0 days 00:00:16,11,3,23,2023-03-11,2023
3187,3188,2023-03-12 07:05:54-07:00,0 days 07:13:14,12,3,7,2023-03-12,2023
3186,3187,2023-03-12 07:07:15-07:00,0 days 00:01:21,12,3,7,2023-03-12,2023
3185,3186,2023-03-12 07:36:46-07:00,0 days 00:29:31,12,3,7,2023-03-12,2023
3184,3185,2023-03-12 09:57:11-07:00,0 days 02:20:25,12,3,9,2023-03-12,2023
3183,3184,2023-03-12 09:57:16-07:00,0 days 00:00:05,12,3,9,2023-03-12,2023
3182,3183,2023-03-12 10:03:40-07:00,0 days 00:06:24,12,3,10,2023-03-12,2023
3181,3182,2023-03-12 10:03:56-07:00,0 days 00:00:16,12,3,10,2023-03-12,2023
3180,3181,2023-03-12 10:26:46-07:00,0 days 00:22:50,12,3,10,2023-03-12,2023
