Serial Number,Timestamp
736,2024-11-27 02:24:41-07:00
737,2024-11-27 00:36:49-07:00
738,2024-11-27 00:36:45-07:00
739,2024-11-25 08:47:47-07:00
740,2024-11-25 08:47:40-07:00
741,2024-11-25 08:46:53-07:00
742,2024-11-25 00:40:42-07:00
743,2024-11-25 00:40:36-07:00
744,2024-11-25 00:35:23-07:00
745,2024-11-25 00:30:27-07:00
746,2024-11-25 00:30:21-07:00
747,2024-11-25 00:30:13-07:00
748,2024-11-25 00:26:57-07:00
749,2024-11-25 00:26:56-07:00
750,2024-11-25 00:26:41-07:00
751,2024-11-25 00:26:35-07:00
752,2024-11-25 00:21:43-07:00
753,2024-11-25 00:16:35-07:00
754,2024-11-25 00:16:32-07:00
755,2024-11-24 03:39:10-07:00
756,2024-11-21 21:44:56-07:00
757,2024-11-21 21:43:37-07:00
758,2024-11-21 21:30:56-07:00
759,2024-11-21 20:56:09-07:00
760,2024-11-21 20:53:55-07:00
761,2024-11-21 20:53:11-07:00
762,2024-11-21 15:04:32-07:00
763,2024-11-21 15:01:39-07:00
764,2024-11-21 14:51:22-07:00
765,2024-11-21 14:43:23-07:00
766,2024-11-21 14:34:48-07:00
767,2024-11-20 17:27:18-07:00
768,2024-11-20 17:27:12-07:00
769,2024-11-20 17:27:06-07:00
770,2024-11-20 17:13:58-07:00
771,2024-11-20 17:13:22-07:00
772,2024-11-20 17:08:38-07:00
773,2024-11-20 13:33:08-07:00
774,2024-11-20 13:32:52-07:00
775,2024-11-20 13:32:33-07:00
776,2024-11-20 08:07:31-07:00
777,2024-11-20 02:54:39-07:00
778,2024-11-20 02:42:29-07:00
779,2024-11-20 02:42:06-07:00
780,2024-11-20 02:36:37-07:00
781,2024-11-20 02:28:02-07:00
782,2024-11-20 02:18:58-07:00
783,2024-11-20 02:09:23-07:00
784,2024-11-20 02:04:24-07:00
785,2024-11-20 01:59:18-07:00
786,2024-11-20 01:24:15-07:00
787,2024-11-19 17:48:59-07:00
788,2024-11-18 05:57:43-07:00
789,2024-11-18 05:52:35-07:00
790,2024-11-18 05:44:42-07:00
791,2024-11-15 19:12:28-07:00
792,2024-11-15 19:12:18-07:00
793,2024-11-15 01:16:49-07:00
794,2024-11-15 01:03:27-07:00
795,2024-11-15 01:03:21-07:00
796,2024-11-14 19:08:53-07:00
797,2024-11-14 19:08:31-07:00
798,2024-11-14 19:00:18-07:00
799,2024-11-14 18:52:19-07:00
800,2024-11-13 01:52:28-07:00
801,2024-11-13 01:47:29-07:00
802,2024-11-13 01:38:58-07:00
803,2024-11-13 01:29:22-07:00
804,2024-11-12 02:02:55-07:00
805,2024-11-12 02:02:11-07:00
806,2024-11-12 01:56:17-07:00
807,2024-11-12 01:56:12-07:00
808,2024-11-11 18:12:01-07:00
809,2024-11-10 11:58:36-07:00
810,2024-11-10 04:43:22-07:00
811,2024-11-10 04:29:02-07:00
812,2024-11-09 19:12:03-07:00
813,2024-11-08 00:44:14-07:00
814,2024-11-06 04:59:35-07:00
815,2024-11-06 04:56:54-07:00
816,2024-11-06 02:06:09-07:00
817,2024-11-06 01:16:14-07:00
818,2024-11-06 01:09:17-07:00
819,2024-11-06 01:04:11-07:00
820,2024-11-05 18:01:20-07:00
821,2024-11-05 17:35:11-07:00
822,2024-11-05 17:06:28-07:00
823,2024-11-05 17:06:18-07:00
824,2024-11-05 16:36:24-07:00
825,2024-11-05 16:31:54-07:00
826,2024-11-05 16:25:47-07:00
827,2024-11-05 16:25:26-07:00
828,2024-11-05 16:20:44-07:00
829,2024-11-05 15:45:16-07:00
830,2024-11-05 15:44:56-07:00
831,2024-11-05 15:44:35-07:00
832,2024-11-05 15:44:25-07:00
833,2024-11-05 15:43:25-07:00
834,2024-11-05 15:42:51-07:00
835,2024-11-05 15:42:02-07:00
836,2024-11-05 15:41:37-07:00
837,2024-11-05 15:40:50-07:00
838,2024-11-05 15:39:01-07:00
839,2024-11-05 15:38:48-07:00
840,2024-11-05 03:58:43-07:00
841,2024-11-05 03:58:33-07:00
842,2024-11-05 03:32:32-07:00
843,2024-11-05 01:55:49-07:00
844,2024-11-03 22:52:05-07:00
845,2024-11-01 15:49:40-07:00
846,2024-11-01 15:49:38-07:00
847,2024-11-01 14:43:42-07:00
848,2024-11-01 14:38:35-07:00
849,2024-11-01 14:38:29-07:00
850,2024-11-01 14:38:21-07:00
851,2024-11-01 02:40:41-07:00
852,2024-11-01 02:38:32-07:00
853,2024-10-31 17:37:31-07:00
854,2024-10-30 00:22:28-07:00
855,2024-10-26 00:54:27-07:00
856,2024-10-26 00:54:16-07:00
857,2024-10-25 12:07:56-07:00
858,2024-10-25 00:50:02-07:00
859,2024-10-25 00:41:43-07:00
860,2024-10-25 00:41:28-07:00
861,2024-10-25 00:36:17-07:00
862,2024-10-25 00:30:26-07:00
863,2024-10-24 19:58:47-07:00
864,2024-10-24 19:53:59-07:00
865,2024-10-24 19:53:22-07:00
866,2024-10-24 02:33:49-07:00
867,2024-10-21 17:46:44-07:00
868,2024-10-21 17:40:42-07:00
869,2024-10-21 17:40:27-07:00
870,2024-10-21 17:31:38-07:00
871,2024-10-21 17:26:47-07:00
872,2024-10-21 17:26:41-07:00
873,2024-10-21 17:20:57-07:00
874,2024-10-21 17:11:41-07:00
875,2024-10-21 16:44:24-07:00
876,2024-10-21 16:38:04-07:00
877,2024-10-21 16:33:51-07:00
878,2024-10-21 16:33:45-07:00
879,2024-10-21 03:22:44-07:00
880,2024-10-21 03:13:43-07:00
881,2024-10-21 02:10:05-07:00
882,2024-10-21 01:52:55-07:00
883,2024-10-19 03:58:26-07:00
884,2024-10-19 02:23:01-07:00
885,2024-10-19 02:17:05-07:00
886,2024-10-19 02:10:45-07:00
887,2024-10-19 02:05:51-07:00
888,2024-10-19 01:58:40-07:00
889,2024-10-19 01:58:33-07:00
890,2024-10-19 01:55:20-07:00
891,2024-10-17 21:07:36-07:00
892,2024-10-17 21:04:56-07:00
893,2024-10-17 21:04:53-07:00
894,2024-10-17 21:02:34-07:00
895,2024-10-17 21:02:31-07:00
896,2024-10-17 21:02:27-07:00
897,2024-10-17 20:59:09-07:00
898,2024-10-17 20:57:23-07:00
899,2024-10-17 20:57:22-07:00
900,2024-10-17 20:54:17-07:00
901,2024-10-17 20:54:11-07:00
902,2024-10-17 20:54:07-07:00
903,2024-10-17 20:50:00-07:00
904,2024-10-17 20:48:23-07:00
905,2024-10-17 20:45:39-07:00
906,2024-10-17 20:41:47-07:00
907,2024-10-17 20:41:44-07:00
908,2024-10-17 20:41:40-07:00
909,2024-10-17 20:41:36-07:00
910,2024-10-17 20:41:34-07:00
911,2024-10-17 20:39:13-07:00
912,2024-10-17 20:39:06-07:00
913,2024-10-17 20:39:02-07:00
914,2024-10-16 22:57:30-07:00
915,2024-10-16 22:57:23-07:00
916,2024-10-16 22:57:20-07:00
917,2024-10-16 18:42:42-07:00
918,2024-10-16 18:42:26-07:00
919,2024-10-16 18:34:49-07:00
920,2024-10-16 18:24:54-07:00
921,2024-10-16 18:19:51-07:00
922,2024-10-16 18:09:27-07:00
923,2024-10-16 18:08:56-07:00
924,2024-10-16 18:00:36-07:00
925,2024-10-16 17:58:10-07:00
926,2024-10-16 17:58:03-07:00
927,2024-10-16 17:57:39-07:00
928,2024-10-16 17:50:53-07:00
929,2024-10-16 17:24:39-07:00
930,2024-10-16 17:15:30-07:00
931,2024-10-16 00:12:37-07:00
932,2024-10-16 00:12:01-07:00
933,2024-10-15 21:43:58-07:00
934,2024-10-15 21:43:51-07:00
935,2024-10-15 21:43:22-07:00
936,2024-10-15 21:43:05-07:00
937,2024-10-14 15:46:22-07:00
938,2024-10-14 14:40:49-07:00
939,2024-10-14 14:34:12-07:00
940,2024-10-14 14:23:40-07:00
941,2024-10-14 14:17:25-07:00
942,2024-10-14 13:25:56-07:00
943,2024-10-14 13:25:49-07:00
944,2024-10-14 13:24:51-07:00
945,2024-10-13 20:00:21-07:00
946,2024-10-13 19:52:49-07:00
947,2024-10-13 19:52:43-07:00
948,2024-10-13 19:52:16-07:00
949,2024-10-13 19:48:36-07:00
950,2024-10-13 19:48:29-07:00
951,2024-10-12 23:59:02-07:00
952,2024-10-12 22:29:54-07:00
953,2024-10-09 13:48:53-07:00
954,2024-10-09 13:45:30-07:00
955,2024-10-09 13:39:16-07:00
956,2024-10-09 13:33:40-07:00
957,2024-10-09 13:33:25-07:00
958,2024-10-09 13:31:13-07:00
959,2024-10-09 13:30:57-07:00
960,2024-10-07 17:58:58-07:00
961,2024-10-07 17:53:51-07:00
962,2024-10-07 17:44:41-07:00
963,2024-10-06 23:47:47-07:00
964,2024-10-06 23:47:41-07:00
965,2024-10-06 21:00:08-07:00
966,2024-10-06 20:36:59-07:00
967,2024-10-05 20:47:56-07:00
968,2024-10-05 20:43:33-07:00
969,2024-10-04 20:37:51-07:00
970,2024-10-04 20:34:44-07:00
971,2024-10-04 20:34:31-07:00
972,2024-10-03 21:46:51-07:00
973,2024-10-03 21:46:45-07:00
974,2024-10-03 02:04:18-07:00
975,2024-10-03 02:04:05-07:00
976,2024-10-03 01:53:52-07:00
977,2024-10-03 01:46:37-07:00
978,2024-10-03 01:42:46-07:00
979,2024-10-03 01:42:40-07:00
980,2024-10-03 01:42:32-07:00
981,2024-10-01 17:16:19-07:00
982,2024-10-01 12:28:53-07:00
983,2024-10-01 12:28:34-07:00
984,2024-08-31 22:31:49-07:00
985,2024-08-31 22:25:54-07:00
986,2024-08-31 22:25:47-07:00
987,2024-08-31 22:25:25-07:00
988,2024-08-30 22:19:10-07:00
989,2024-08-30 22:19:04-07:00
990,2024-08-30 22:12:06-07:00
991,2024-08-30 22:08:16-07:00
992,2024-08-30 22:01:48-07:00
993,2024-08-30 00:58:52-07:00
994,2024-08-30 00:53:34-07:00
995,2024-08-30 00:53:28-07:00
996,2024-08-27 07:08:28-07:00
997,2024-08-23 02:58:20-07:00
998,2024-08-22 22:44:46-07:00
999,2024-08-21 11:10:12-07:00
1000,2024-08-21 11:10:08-07:00
1001,2024-08-21 11:05:12-07:00
1002,2024-08-21 10:55:44-07:00
1003,2024-08-21 10:36:27-07:00
1004,2024-08-21 10:29:22-07:00
1005,2024-08-21 10:28:41-07:00
1006,2024-08-19 16:04:16-07:00
1007,2024-08-19 16:04:10-07:00
1008,2024-08-19 16:00:58-07:00
1009,2024-08-19 16:00:48-07:00
1010,2024-08-19 09:26:37-07:00
1011,2024-08-19 09:26:27-07:00
1012,2024-08-19 09:18:47-07:00
1013,2024-08-19 09:18:26-07:00
1014,2024-08-19 09:08:49-07:00
1015,2024-08-19 09:08:43-07:00
1016,2024-08-19 07:29:44-07:00
1017,2024-08-19 07:26:23-07:00
1018,2024-08-19 07:17:02-07:00
1019,2024-08-19 07:12:19-07:00
1020,2024-08-19 07:07:39-07:00
1021,2024-08-19 06:59:50-07:00
1022,2024-08-18 14:26:58-07:00
1023,2024-08-18 12:45:01-07:00
1024,2024-08-18 12:44:23-07:00
1025,2024-08-17 12:29:40-07:00
1026,2024-08-17 12:27:55-07:00
1027,2024-08-17 03:35:15-07:00
1028,2024-08-16 15:46:43-07:00
1029,2024-08-16 15:37:22-07:00
1030,2024-08-16 15:32:22-07:00
1031,2024-08-16 15:32:06-07:00
1032,2024-08-16 15:29:17-07:00
1033,2024-08-16 15:27:14-07:00
1034,2024-08-16 15:20:33-07:00
1035,2024-08-16 15:20:12-07:00
1036,2024-08-16 15:17:57-07:00
1037,2024-08-16 15:17:47-07:00
1038,2024-08-16 15:02:38-07:00
1039,2024-08-16 14:57:09-07:00
1040,2024-08-16 14:44:20-07:00
1041,2024-08-16 14:37:45-07:00
1042,2024-08-16 14:31:22-07:00
1043,2024-08-16 14:31:16-07:00
1044,2024-08-16 14:24:59-07:00
1045,2024-08-16 14:24:38-07:00
1046,2024-08-16 14:15:35-07:00
1047,2024-08-16 13:56:59-07:00
1048,2024-08-16 13:55:19-07:00
1049,2024-08-16 13:54:39-07:00
1050,2024-08-16 13:54:08-07:00
1051,2024-08-16 13:50:57-07:00
1052,2024-08-16 13:46:25-07:00
1053,2024-08-16 13:46:04-07:00
1054,2024-08-16 13:41:09-07:00
1055,2024-08-16 13:29:38-07:00
1056,2024-08-16 02:45:54-07:00
1057,2024-08-16 02:45:43-07:00
1058,2024-08-15 16:56:53-07:00
1059,2024-08-15 16:56:46-07:00
1060,2024-08-15 16:52:58-07:00
1061,2024-08-15 16:44:01-07:00
1062,2024-08-15 16:43:41-07:00
1063,2024-08-15 16:40:04-07:00
1064,2024-08-15 16:39:56-07:00
1065,2024-08-15 16:17:08-07:00
1066,2024-08-15 16:16:12-07:00
1067,2024-08-15 16:13:36-07:00
1068,2024-08-15 16:11:41-07:00
1069,2024-08-15 15:52:18-07:00
1070,2024-08-15 15:48:23-07:00
1071,2024-08-15 15:48:19-07:00
1072,2024-08-15 15:03:59-07:00
1073,2024-08-15 14:50:01-07:00
1074,2024-08-15 14:49:52-07:00
1075,2024-08-13 10:15:58-07:00
1076,2024-08-13 10:15:48-07:00
1077,2024-08-13 10:09:31-07:00
1078,2024-08-13 10:09:11-07:00
1079,2024-08-13 09:56:04-07:00
1080,2024-08-13 09:55:50-07:00
1081,2024-08-13 09:53:24-07:00
1082,2024-08-13 09:52:23-07:00
1083,2024-08-13 09:44:23-07:00
1084,2024-08-13 09:37:24-07:00
1085,2024-08-13 09:32:34-07:00
1086,2024-08-13 09:24:39-07:00
1087,2024-08-13 09:20:41-07:00
1088,2024-08-13 09:14:41-07:00
1089,2024-08-13 07:57:29-07:00
1090,2024-08-13 07:57:09-07:00
1091,2024-08-13 07:51:50-07:00
1092,2024-08-13 07:46:04-07:00
1093,2024-08-13 07:41:36-07:00
1094,2024-08-13 07:40:43-07:00
1095,2024-08-13 07:30:31-07:00
1096,2024-08-10 15:06:16-07:00
1097,2024-08-10 15:01:41-07:00
1098,2024-08-10 14:56:06-07:00
1099,2024-08-10 14:51:00-07:00
1100,2024-08-10 14:50:39-07:00
1101,2024-08-10 13:44:18-07:00
1102,2024-08-10 13:43:58-07:00
1103,2024-08-10 13:23:10-07:00
1104,2024-08-10 13:22:49-07:00
1105,2024-08-10 13:17:18-07:00
1106,2024-08-10 13:16:57-07:00
1107,2024-08-10 13:12:44-07:00
1108,2024-08-10 13:12:18-07:00
1109,2024-08-10 13:06:00-07:00
1110,2024-08-10 13:01:29-07:00
1111,2024-08-10 12:57:15-07:00
1112,2024-08-10 12:57:09-07:00
1113,2024-08-10 12:52:53-07:00
1114,2024-08-10 12:52:32-07:00
1115,2024-08-10 12:46:34-07:00
1116,2024-08-10 12:41:22-07:00
1117,2024-08-10 12:41:01-07:00
1118,2024-08-10 12:36:09-07:00
1119,2024-08-10 12:35:48-07:00
1120,2024-08-10 03:29:49-07:00
1121,2024-08-10 03:11:38-07:00
1122,2024-08-08 14:55:02-07:00
1123,2024-08-08 14:54:27-07:00
1124,2024-08-08 14:53:02-07:00
1125,2024-08-07 23:09:52-07:00
1126,2024-08-07 23:05:30-07:00
1127,2024-08-07 23:02:50-07:00
1128,2024-08-07 22:54:02-07:00
1129,2024-08-07 22:29:21-07:00
1130,2024-08-07 22:18:55-07:00
1131,2024-08-07 21:51:00-07:00
1132,2024-08-07 21:46:05-07:00
1133,2024-08-07 01:52:28-07:00
1134,2024-08-07 01:51:57-07:00
1135,2024-08-07 01:51:50-07:00
1136,2024-08-07 01:51:45-07:00
1137,2024-08-06 01:56:57-07:00
1138,2024-08-06 01:56:54-07:00
1139,2024-08-06 01:56:31-07:00
1140,2024-08-06 01:55:36-07:00
1141,2024-08-05 15:26:01-07:00
1142,2024-08-05 15:25:41-07:00
1143,2024-08-05 15:22:18-07:00
1144,2024-08-05 15:22:12-07:00
1145,2024-08-05 10:10:09-07:00
1146,2024-08-05 10:09:49-07:00
1147,2024-08-05 10:02:18-07:00
1148,2024-08-05 10:01:58-07:00
1149,2024-08-05 09:50:50-07:00
1150,2024-08-05 09:50:30-07:00
1151,2024-08-04 13:51:00-07:00
1152,2024-08-04 11:47:47-07:00
1153,2024-08-04 11:47:27-07:00
1154,2024-08-04 11:38:59-07:00
1155,2024-08-04 11:38:41-07:00
1156,2024-08-04 11:26:32-07:00
1157,2024-08-04 08:52:14-07:00
1158,2024-08-04 08:48:18-07:00
1159,2024-08-04 08:47:00-07:00
1160,2024-08-04 08:42:03-07:00
1161,2024-08-04 08:41:57-07:00
1162,2024-08-04 08:08:39-07:00
1163,2024-08-04 07:59:58-07:00
1164,2024-08-04 07:56:05-07:00
1165,2024-08-04 07:52:51-07:00
1166,2024-08-04 07:52:44-07:00
1167,2024-08-04 07:47:25-07:00
1168,2024-08-04 07:40:17-07:00
1169,2024-08-04 07:35:46-07:00
1170,2024-08-04 07:35:19-07:00
1171,2024-08-04 03:17:00-07:00
1172,2024-08-04 02:56:21-07:00
1173,2024-08-03 14:22:22-07:00
1174,2024-08-03 14:22:15-07:00
1175,2024-08-03 12:32:17-07:00
1176,2024-08-03 12:28:36-07:00
1177,2024-08-03 12:24:47-07:00
1178,2024-08-03 12:24:37-07:00
1179,2024-08-03 12:20:02-07:00
1180,2024-08-03 12:16:15-07:00
1181,2024-08-03 12:11:10-07:00
1182,2024-08-03 11:47:56-07:00
1183,2024-08-03 11:47:44-07:00
1184,2024-08-03 11:47:20-07:00
1185,2024-08-03 11:47:06-07:00
1186,2024-08-03 11:40:18-07:00
1187,2024-08-03 09:47:46-07:00
1188,2024-08-03 09:35:33-07:00
1189,2024-08-03 09:27:43-07:00
1190,2024-08-03 09:27:20-07:00
1191,2024-08-02 11:35:35-07:00
1192,2024-08-02 11:25:42-07:00
1193,2024-08-01 14:22:46-07:00
1194,2024-08-01 14:22:39-07:00
1195,2024-08-01 14:16:42-07:00
1196,2024-08-01 14:16:11-07:00
1197,2024-07-31 13:07:37-07:00
1198,2024-07-31 13:00:20-07:00
1199,2024-07-31 12:59:51-07:00
1200,2024-07-31 12:10:11-07:00
1201,2024-07-31 12:09:50-07:00
1202,2024-07-29 17:55:08-07:00
1203,2024-07-29 05:02:42-07:00
1204,2024-07-26 23:22:20-07:00
1205,2024-07-26 13:50:38-07:00
1206,2024-07-26 13:50:32-07:00
1207,2024-07-26 13:34:11-07:00
1208,2024-07-26 13:34:04-07:00
1209,2024-07-18 04:23:07-07:00
1210,2024-07-18 04:23:00-07:00
1211,2024-07-18 01:57:10-07:00
1212,2024-07-18 01:35:40-07:00
1213,2024-07-18 00:56:07-07:00
1214,2024-07-18 00:52:59-07:00
1215,2024-07-18 00:49:52-07:00
1216,2024-07-18 00:49:46-07:00
1217,2024-07-17 15:27:59-07:00
1218,2024-07-17 15:22:56-07:00
1219,2024-07-17 15:22:49-07:00
1220,2024-07-17 15:22:44-07:00
1221,2024-07-17 15:19:58-07:00
1222,2024-07-17 15:13:56-07:00
1223,2024-07-17 15:10:41-07:00
1224,2024-07-17 15:10:34-07:00
1225,2024-07-17 13:45:19-07:00
1226,2024-07-17 13:45:12-07:00
1227,2024-07-17 13:42:15-07:00
1228,2024-07-15 13:50:12-07:00
1229,2024-07-15 13:50:05-07:00
1230,2024-07-15 13:50:01-07:00
1231,2024-07-15 13:00:53-07:00
1232,2024-07-15 13:00:47-07:00
1233,2024-07-15 12:56:08-07:00
1234,2024-07-15 12:51:17-07:00
1235,2024-07-15 12:51:11-07:00
1236,2024-07-15 12:47:14-07:00
1237,2024-07-15 12:42:32-07:00
1238,2024-07-15 05:13:48-07:00
1239,2024-07-15 05:13:27-07:00
1240,2024-07-15 05:13:19-07:00
1241,2024-07-12 12:16:38-07:00
1242,2024-07-12 12:16:17-07:00
1243,2024-07-12 12:04:23-07:00
1244,2024-07-12 12:04:03-07:00
1245,2024-07-12 11:58:58-07:00
1246,2024-07-12 11:58:35-07:00
1247,2024-07-12 11:53:31-07:00
1248,2024-07-12 11:50:23-07:00
1249,2024-07-12 11:49:18-07:00
1250,2024-07-12 09:42:46-07:00
1251,2024-07-12 09:42:26-07:00
1252,2024-07-12 09:42:02-07:00
1253,2024-07-12 09:36:01-07:00
1254,2024-07-12 09:23:34-07:00
1255,2024-07-12 09:23:27-07:00
1256,2024-07-12 09:16:25-07:00
1257,2024-07-12 09:16:05-07:00
1258,2024-07-12 09:07:08-07:00
1259,2024-07-12 05:41:47-07:00
1260,2024-07-12 05:41:39-07:00
1261,2024-07-12 05:32:11-07:00
1262,2024-07-12 05:32:04-07:00
1263,2024-07-12 05:31:53-07:00
1264,2024-07-09 06:43:50-07:00
1265,2024-07-09 06:43:42-07:00
1266,2024-07-09 06:42:43-07:00
1267,2024-07-08 16:15:55-07:00
1268,2024-07-08 16:15:47-07:00
1269,2024-07-08 16:11:00-07:00
1270,2024-07-08 16:10:53-07:00
1271,2024-07-08 16:10:51-07:00
1272,2024-07-08 16:05:39-07:00
1273,2024-07-08 16:05:32-07:00
1274,2024-07-08 16:05:09-07:00
1275,2024-07-08 16:05:01-07:00
1276,2024-07-08 13:21:15-07:00
1277,2024-07-08 05:16:43-07:00
1278,2024-07-08 03:50:48-07:00
1279,2024-07-08 03:50:42-07:00
1280,2024-07-07 10:11:43-07:00
1281,2024-07-07 10:11:33-07:00
1282,2024-07-07 10:10:47-07:00
1283,2024-07-07 10:10:34-07:00
1284,2024-07-04 00:43:49-07:00
1285,2024-07-04 00:29:15-07:00
1286,2024-07-03 14:14:20-07:00
1287,2024-07-03 14:10:33-07:00
1288,2024-07-03 13:40:03-07:00
1289,2024-07-03 13:34:01-07:00
1290,2024-07-03 13:24:19-07:00
1291,2024-07-02 12:31:45-07:00
1292,2024-07-02 12:31:17-07:00
1293,2024-07-02 12:31:14-07:00
1294,2024-07-02 12:28:22-07:00
1295,2024-07-02 12:24:50-07:00
1296,2024-07-02 12:21:33-07:00
1297,2024-07-02 12:21:12-07:00
1298,2024-07-01 11:25:40-07:00
1299,2024-07-01 06:25:59-07:00
1300,2024-07-01 06:25:39-07:00
1301,2024-07-01 06:20:35-07:00
1302,2024-07-01 06:15:20-07:00
1303,2024-07-01 06:14:58-07:00
1304,2024-07-01 04:52:09-07:00
1305,2024-07-01 04:46:16-07:00
1306,2024-06-30 07:31:05-07:00
1307,2024-06-30 07:30:58-07:00
1308,2024-06-30 01:14:02-07:00
1309,2024-06-30 01:13:47-07:00
1310,2024-06-27 23:22:10-07:00
1311,2024-06-27 23:21:53-07:00
1312,2024-06-27 23:21:32-07:00
1313,2024-06-27 10:12:25-07:00
1314,2024-06-27 10:12:09-07:00
1315,2024-06-27 10:11:52-07:00
1316,2024-06-27 06:52:30-07:00
1317,2024-06-27 06:52:23-07:00
1318,2024-06-25 09:28:52-07:00
1319,2024-06-24 09:13:44-07:00
1320,2024-06-24 06:54:12-07:00
1321,2024-06-24 00:29:21-07:00
1322,2024-06-24 00:29:16-07:00
1323,2024-06-23 21:10:27-07:00
1324,2024-06-23 21:10:20-07:00
1325,2024-06-23 21:10:09-07:00
1326,2024-06-23 21:05:04-07:00
1327,2024-06-23 21:03:48-07:00
1328,2024-06-23 21:03:18-07:00
1329,2024-06-23 21:02:52-07:00
1330,2024-06-23 20:53:50-07:00
1331,2024-06-23 20:49:04-07:00
1332,2024-06-23 20:48:58-07:00
1333,2024-06-22 13:23:11-07:00
1334,2024-06-22 13:23:04-07:00
1335,2024-06-22 13:17:18-07:00
1336,2024-06-22 13:17:11-07:00
1337,2024-06-22 13:16:59-07:00
1338,2024-06-22 13:07:26-07:00
1339,2024-06-22 13:07:19-07:00
1340,2024-06-22 13:07:15-07:00
1341,2024-06-22 13:02:54-07:00
1342,2024-06-22 12:58:12-07:00
1343,2024-06-22 12:58:05-07:00
1344,2024-06-21 18:38:43-07:00
1345,2024-06-21 18:38:22-07:00
1346,2024-06-21 18:33:03-07:00
1347,2024-06-21 18:32:55-07:00
1348,2024-06-21 18:32:28-07:00
1349,2024-06-21 18:31:52-07:00
1350,2024-06-21 15:34:21-07:00
1351,2024-06-21 15:31:45-07:00
1352,2024-06-19 04:37:05-07:00
1353,2024-06-19 04:36:53-07:00
1354,2024-06-17 08:43:07-07:00
1355,2024-06-17 08:42:55-07:00
1356,2024-06-13 14:59:36-07:00
1357,2024-06-13 14:59:09-07:00
1358,2024-06-11 06:28:17-07:00
1359,2024-06-11 06:27:29-07:00
1360,2024-06-11 06:27:23-07:00
1361,2024-06-10 11:09:09-07:00
1362,2024-06-10 11:04:03-07:00
1363,2024-06-07 14:10:00-07:00
1364,2024-06-07 12:17:37-07:00
1365,2024-06-07 12:12:09-07:00
1366,2024-06-07 12:12:04-07:00
1367,2024-06-07 12:06:49-07:00
1368,2024-06-07 08:53:21-07:00
1369,2024-06-06 23:23:41-07:00
1370,2024-06-06 13:08:27-07:00
1371,2024-06-06 13:06:25-07:00
1372,2024-06-03 02:16:40-07:00
1373,2024-06-02 03:34:34-07:00
1374,2024-06-01 06:04:22-07:00
1375,2024-06-01 06:04:19-07:00
1376,2024-06-01 06:04:12-07:00
1377,2024-06-01 05:58:24-07:00
1378,2024-06-01 05:58:18-07:00
1379,2024-06-01 05:58:13-07:00
1380,2024-05-22 12:28:52-07:00
1381,2024-05-22 12:28:46-07:00
1382,2024-05-22 12:25:03-07:00
1383,2024-05-20 22:13:58-07:00
1384,2024-05-20 11:58:27-07:00
1385,2024-05-20 11:58:21-07:00
1386,2024-05-20 11:58:09-07:00
1387,2024-05-19 13:13:34-07:00
1388,2024-05-18 10:02:25-07:00
1389,2024-05-15 11:27:19-07:00
1390,2024-05-15 11:27:13-07:00
1391,2024-05-15 03:15:18-07:00
1392,2024-05-13 14:33:28-07:00
1393,2024-05-13 14:27:43-07:00
1394,2024-05-13 14:27:36-07:00
1395,2024-05-13 14:27:29-07:00
1396,2024-05-13 12:06:17-07:00
1397,2024-05-13 12:00:54-07:00
1398,2024-05-13 11:39:49-07:00
1399,2024-05-13 11:39:34-07:00
1400,2024-05-13 11:31:32-07:00
1401,2024-05-13 11:31:07-07:00
1402,2024-05-13 11:27:21-07:00
1403,2024-05-13 10:57:00-07:00
1404,2024-05-13 10:51:15-07:00
1405,2024-05-13 10:44:55-07:00
1406,2024-05-13 10:44:48-07:00
1407,2024-05-13 02:51:21-07:00
1408,2024-05-13 02:49:57-07:00
1409,2024-05-13 02:45:20-07:00
1410,2024-05-13 02:45:12-07:00
1411,2024-05-13 02:45:05-07:00
1412,2024-05-12 17:17:28-07:00
1413,2024-05-12 17:16:32-07:00
1414,2024-05-12 13:46:54-07:00
1415,2024-05-12 10:30:16-07:00
1416,2024-05-12 10:30:05-07:00
1417,2024-05-12 10:14:40-07:00
1418,2024-05-12 10:09:52-07:00
1419,2024-05-12 10:09:43-07:00
1420,2024-05-12 10:06:25-07:00
1421,2024-05-12 10:06:17-07:00
1422,2024-05-12 08:11:01-07:00
1423,2024-05-12 08:10:57-07:00
1424,2024-05-11 13:27:42-07:00
1425,2024-05-11 10:13:47-07:00
1426,2024-05-11 10:13:40-07:00
1427,2024-05-11 10:13:34-07:00
1428,2024-05-10 15:47:38-07:00
1429,2024-05-10 15:46:48-07:00
1430,2024-05-10 15:37:49-07:00
1431,2024-05-10 15:36:59-07:00
1432,2024-05-10 15:35:14-07:00
1433,2024-05-10 15:25:54-07:00
1434,2024-05-10 15:25:47-07:00
1435,2024-05-10 14:47:12-07:00
1436,2024-05-10 14:44:11-07:00
1437,2024-05-10 14:43:57-07:00
1438,2024-05-10 14:43:42-07:00
1439,2024-05-10 14:40:10-07:00
1440,2024-05-10 14:36:41-07:00
1441,2024-05-10 14:31:49-07:00
1442,2024-05-10 14:21:00-07:00
1443,2024-05-10 14:17:12-07:00
1444,2024-05-10 00:00:31-07:00
1445,2024-05-09 19:34:30-07:00
1446,2024-05-09 19:34:12-07:00
1447,2024-05-09 14:20:48-07:00
